Name,Dob,Gender,Religion,Email,Phone,Address,Class,Section,Username,Password,Roll,BloodGroup,State,Country,RegistrationNO,Group,OptionalSubject
Abdul  Raouf,20-12-2002,Male,Islam,GR10@irex.pk,90078601,Pakistan,7,A,GR10,123456,GR10,AB+,Sindh,Pakistan,357,Arts,
Abdul  Sattar,20-12-2002,Male,Islam,GR97@irex.pk,90078601,Pakistan,7,A,GR97,123456,GR97,AB+,Sindh,Pakistan,363,Arts,
Abdullah ,20-12-2002,Male,Islam,GR545@irex.pk,90078601,Pakistan,7,A,GR545,123456,GR545,AB+,Sindh,Pakistan,965,Arts,
Abu Baqar,20-12-2002,Male,Islam,GR850@irex.pk,90078601,Pakistan,7,A,GR850,123456,GR850,AB+,Sindh,Pakistan,367,Arts,
Atiya ,20-12-2002,Female,Islam,GR643@irex.pk,90078601,Pakistan,7,A,GR643,123456,GR643,AB+,Sindh,Pakistan,966,Arts,
Maria,20-12-2002,Female,Islam,GR677@irex.pk,90078601,Pakistan,7,A,GR677,123456,GR677,AB+,Sindh,Pakistan,358,Arts,
Mehwish,20-12-2002,Female,Islam,GR383@irex.pk,90078601,Pakistan,7,A,GR383,123456,GR383,AB+,Sindh,Pakistan,359,Arts,
Muhammad Yousaf,20-12-2002,Male,Islam,GR926@irex.pk,90078601,Pakistan,7,A,GR926,123456,GR926,AB+,Sindh,Pakistan,368,Arts,
Nazia,20-12-2002,Female,Islam,GR136@irex.pk,90078601,Pakistan,7,A,GR136,123456,GR136,AB+,Sindh,Pakistan,369,Arts,
Rabia,20-12-2002,Female,Islam,GR584@irex.pk,90078601,Pakistan,7,A,GR584,123456,GR584,AB+,Sindh,Pakistan,362,Arts,
Sameena,20-12-2002,Female,Islam,GR192@irex.pk,90078601,Pakistan,7,A,GR192,123456,GR192,AB+,Sindh,Pakistan,366,Arts,
Sara,20-12-2002,Female,Islam,GR45@irex.pk,90078601,Pakistan,7,A,GR45,123456,GR45,AB+,Sindh,Pakistan,360,Arts,
Umaima,20-12-2002,Male,Islam,GR19 5@irex.pk,90078601,Pakistan,7,A,GR19 5,123456,GR19 5,AB+,Sindh,Pakistan,365,Arts,
Waseem,20-12-2002,Male,Islam,GR191@irex.pk,90078601,Pakistan,7,A,GR191,123456,GR191,AB+,Sindh,Pakistan,361,Arts,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
