Name,Dob,Gender,Religion,Email,Phone,Address,Class,Section,Username,Password,Roll,BloodGroup,State,Country,RegistrationNO,Group,OptionalSubject
Ali,20-12-2002,Female,Islam,GR187@irex.pk,90078601,Pakistan,6,A,GR187,123456,GR187,AB+,Sindh,Pakistan,351,Arts,
Amjad,20-12-2002,Male,Islam,GR631@irex.pk,90078601,Pakistan,6,A,GR631,123456,GR631,AB+,Sindh,Pakistan,345,Arts,
Anus,20-12-2002,Female,Islam,GR123@irex.pk,90078601,Pakistan,6,A,GR123,123456,GR123,AB+,Sindh,Pakistan,355,Arts,
Arsalan,20-12-2002,Female,Islam,GR706@irex.pk,90078601,Pakistan,6,A,GR706,123456,GR706,AB+,Sindh,Pakistan,352,Arts,
Ayesha,20-12-2002,Female,Islam,GR938@irex.pk,90078601,Pakistan,6,A,GR938,123456,GR938,AB+,Sindh,Pakistan,354,Arts,
Faisal,20-12-2002,Female,Islam,GR165@irex.pk,90078601,Pakistan,6,A,GR165,123456,GR165,AB+,Sindh,Pakistan,346,Arts,
Hafsa,20-12-2002,Female,Islam,GR137@irex.pk,90078601,Pakistan,6,A,GR137,123456,GR137,AB+,Sindh,Pakistan,356,Arts,
Hammad M Yousaf,20-12-2002,Male,Islam,GR979@irex.pk,90078601,Pakistan,6,A,GR979,123456,GR979,AB+,Sindh,Pakistan,968,Arts,
Irshad,20-12-2002,Male,Islam,GR223@irex.pk,90078601,Pakistan,6,A,GR223,123456,GR223,AB+,Sindh,Pakistan,347,Arts,
Jibran,20-12-2002,Female,Islam,GR166@irex.pk,90078601,Pakistan,6,A,GR166,123456,GR166,AB+,Sindh,Pakistan,348,Arts,
Mehmood,20-12-2002,Female,Islam,GR630@irex.pk,90078601,Pakistan,6,A,GR630,123456,GR630,AB+,Sindh,Pakistan,349,Arts,
Sania,20-12-2002,Female,Islam,GR730@irex.pk,90078601,Pakistan,6,A,GR730,123456,GR730,AB+,Sindh,Pakistan,341,Arts,
Sawaira,20-12-2002,Male,Islam,GR122@irex.pk,90078601,Pakistan,6,A,GR122,123456,GR122,AB+,Sindh,Pakistan,350,Arts,
Waqas,20-12-2002,Female,Islam,GR701@irex.pk,90078601,Pakistan,6,A,GR701,123456,GR701,AB+,Sindh,Pakistan,342,Arts,
Zafar,20-12-2002,Male,Islam,GR441@irex.pk,90078601,Pakistan,6,A,GR441,123456,GR441,AB+,Sindh,Pakistan,343,Arts,
Zainab,20-12-2002,Female,Islam,GR322@irex.pk,90078601,Pakistan,6,A,GR322,123456,GR322,AB+,Sindh,Pakistan,344,Arts,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
